 OrderID,UserID,ProductID,Quantity,OrderDate,ReviewRating,OrderAmount,Price_x,Price_y,TotalAmount,Price
O0651,U0194,P0174,1,2025-05-29 09:41:00,5,1999,1999,1999,1999,1999
O0652,U0249,P0055,1,2025-05-30 09:13:00,5,2299,2299,2299,2299,2299
O0653,U0158,P0137,1,2025-05-30 20:46:00,4,2999,2999,2999,2999,2999
O0654,U0285,P0196,1,2025-05-31 09:49:00,5,299,299,299,299,299
O0655,U0106,P0111,1,2025-06-01 09:21:00,5,39999,39999,39999,39999,39999
O0656,U0358,P0163,1,2025-06-02 09:37:00,4,749,749,749,749,749
O0657,U0180,P0148,1,2025-06-02 19:56:00,5,33999,33999,33999,33999,33999
O0658,U0229,P0192,1,2025-06-03 09:18:00,5,499,499,499,499,499
O0659,U0087,P0071,1,2025-06-04 09:31:00,4,34999,34999,34999,34999,34999
O0660,U0313,P0161,1,2025-06-04 18:49:00,5,599,599,599,599,599
O0661,U0140,P0109,1,2025-06-05 09:14:00,5,29999,29999,29999,29999,29999
O0662,U0265,P0183,1,2025-06-06 09:46:00,4,2999,2999,2999,2999,2999
O0663,U0098,P0190,1,2025-06-06 20:23:00,5,5499,5499,5499,5499,5499
O0664,U0231,P0066,1,2025-06-07 09:34:00,5,18999,18999,18999,18999,18999
O0665,U0377,P0177,1,2025-06-08 09:11:00,4,1599,1599,1599,1599,1599
O0666,U0168,P0125,1,2025-06-08 20:47:00,5,96999,96999,96999,96999,96999
O0667,U0216,P0168,2,2025-06-09 09:22:00,5,698,349,349,698,349
O0668,U0343,P0131,1,2025-06-10 09:59:00,4,2999,2999,2999,2999,2999
O0669,U0121,P0199,1,2025-06-10 18:58:00,5,699,699,699,699,699
O0670,U0272,P0106,1,2025-06-11 09:41:00,4,9999,9999,9999,9999,9999
O0671,U0184,P0173,1,2025-06-12 09:15:00,5,2599,2599,2599,2599,2599
O0672,U0257,P0144,1,2025-06-12 20:51:00,5,41999,61999,61999,61999,61999
O0673,U0101,P0160,1,2025-06-13 09:17:00,4,3999,3999,3999,3999,3999
O0674,U0324,P0191,1,2025-06-14 09:33:00,5,399,399,399,399,399
O0675,U0156,P0084,1,2025-06-14 18:42:00,5,2499,2499,2499,2499,2499
O0676,U0286,P0149,1,2025-06-15 09:29:00,4,47999,47999,47999,47999,47999
O0677,U0112,P0165,1,2025-06-16 09:14:00,5,149,149,149,149,149
O0678,U0353,P0138,1,2025-06-16 20:22:00,5,12999,12999,12999,12999,12999
O0679,U0190,P0091,1,2025-06-17 09:42:00,4,3999,3999,3999,3999,3999
O0680,U0242,P0189,1,2025-06-18 09:27:00,5,899,899,899,899,899
O0681,U0161,P0100,1,2025-06-18 19:31:00,5,24999,24999,24999,24999,24999
O0682,U0291,P0166,1,2025-06-19 09:58:00,4,499,499,499,499,499
O0683,U0135,P0130,1,2025-06-20 09:19:00,5,44999,44999,44999,44999,44999
O0684,U0373,P0175,1,2025-06-20 18:57:00,4,7999,7999,7999,7999,7999
O0685,U0205,P0180,1,2025-06-21 09:39:00,5,2999,2999,2999,2999,2999
O0686,U0331,P0167,2,2025-06-22 09:23:00,5,498,249,249,498,249
O0687,U0091,P0123,1,2025-06-22 19:45:00,4,39999,39999,39999,39999,39999
O0688,U0284,P0195,1,2025-06-23 09:47:00,5,349,349,349,349,349
O0689,U0149,P0092,1,2025-06-24 09:29:00,5,5999,5999,5999,5999,5999
O0690,U0364,P0170,1,2025-06-25 09:11:00,4,199,199,199,199,199
O0691,U0218,P0082,1,2025-06-25 20:14:00,5,69999,69999,69999,69999,69999
O0692,U0322,P0169,1,2025-06-26 09:54:00,4,399,399,399,399,399
O0693,U0102,P0133,1,2025-06-27 09:31:00,5,6499,6499,6499,6499,6499
O0694,U0279,P0185,1,2025-06-27 18:53:00,5,3499,3499,3499,3499,3499
O0695,U0163,P0102,1,2025-06-28 09:19:00,4,49999,49999,49999,49999,49999
O0696,U0237,P0171,1,2025-06-29 09:46:00,5,1499,1499,1499,1499,1499
O0697,U0129,P0049,1,2025-06-30 09:37:00,5,899,899,899,899,899
O0698,U0347,P0134,1,2025-06-30 20:32:00,4,4499,4499,4499,4499,4499
O0699,U0198,P0105,1,2025-07-01 09:27:00,5,28999,28999,28999,28999,28999
O0700,U0254,P0178,1,2025-07-02 09:15:00,4,24999,24999,24999,24999,24999
O0701,U0187,P0140,1,2025-07-02 20:22:00,5,39999,39999,39999,39999,39999
O0702,U0337,P0177,1,2025-07-03 09:31:00,4,1599,1599,1599,1599,1599
O0703,U0116,P0119,1,2025-07-04 09:14:00,5,16999,16999,16999,16999,16999
O0704,U0274,P0184,2,2025-07-04 20:09:00,5,598,299,299,598,299
O0705,U0130,P0098,1,2025-07-05 09:47:00,4,31999,31999,31999,31999,31999
O0706,U0361,P0162,1,2025-07-06 09:29:00,5,449,449,449,449,449
O0707,U0197,P0072,1,2025-07-06 19:58:00,5,1999,1999,1999,1999,1999
O0708,U0250,P0191,1,2025-07-07 09:38:00,4,399,399,399,399,399
O0709,U0143,P0113,1,2025-07-08 09:22:00,5,21999,21999,21999,21999,21999
O0710,U0328,P0165,1,2025-07-08 18:57:00,5,149,149,149,149,149
O0711,U0095,P0080,1,2025-07-09 09:13:00,4,1599,1599,1599,1599,1599
O0712,U0304,P0190,1,2025-07-10 09:49:00,5,5499,5499,5499,5499,5499
O0713,U0155,P0061,1,2025-07-10 20:12:00,5,2499,2499,2499,2499,2499
O0714,U0298,P0173,1,2025-07-11 09:28:00,4,2599,2599,2599,2599,2599
O0715,U0100,P0132,1,2025-07-12 09:41:00,5,7999,7999,7999,7999,7999
O0716,U0239,P0168,1,2025-07-12 20:16:00,5,349,349,349,349,349
O0717,U0384,P0099,1,2025-07-13 09:34:00,4,21999,21999,21999,21999,21999
O0718,U0162,P0195,1,2025-07-14 09:59:00,5,349,349,349,349,349
O0719,U0204,P0053,1,2025-07-14 18:42:00,5,1999,1999,1999,1999,1999
O0720,U0351,P0182,1,2025-07-15 09:48:00,4,5499,5499,5499,5499,5499
O0721,U0128,P0104,1,2025-07-16 09:25:00,5,12999,12999,12999,12999,12999
O0722,U0278,P0166,1,2025-07-16 20:07:00,5,499,499,499,499,499
O0723,U0195,P0122,1,2025-07-17 09:46:00,4,21999,21999,21999,21999,21999
O0724,U0311,P0174,1,2025-07-18 09:14:00,5,1999,1999,1999,1999,1999
O0725,U0145,P0085,1,2025-07-18 19:49:00,5,12999,12999,12999,12999,12999
O0726,U0211,P0198,1,2025-07-19 09:36:00,4,549,549,549,549,549
O0727,U0330,P0101,1,2025-07-20 09:18:00,5,58999,58999,58999,58999,58999
O0728,U0108,P0167,2,2025-07-20 20:12:00,5,498,249,249,498,249
O0729,U0244,P0093,1,2025-07-21 09:33:00,4,8999,8999,8999,8999,8999
O0730,U0177,P0139,1,2025-07-22 09:12:00,5,15999,15999,15999,15999,15999
O0731,U0366,P0187,1,2025-07-22 20:21:00,5,4999,4999,4999,4999,4999
O0732,U0134,P0063,1,2025-07-23 09:29:00,4,8999,8999,8999,8999,8999
O0733,U0290,P0192,1,2025-07-24 09:47:00,5,499,499,499,499,499
O0734,U0111,P0126,1,2025-07-25 09:58:00,5,38999,38999,38999,38999,38999
O0735,U0345,P0169,1,2025-07-25 20:09:00,4,399,399,399,399,399
O0736,U0209,P0135,1,2025-07-26 09:41:00,5,6499,6499,6499,6499,6499
O0737,U0268,P0180,1,2025-07-27 09:13:00,5,2999,2999,2999,2999,2999
O0738,U0159,P0108,1,2025-07-28 09:59:00,4,56999,56999,56999,56999,56999
O0739,U0370,P0170,1,2025-07-28 19:25:00,5,199,199,199,199,199
O0740,U0094,P0083,1,2025-07-29 09:47:00,5,3999,3999,3999,3999,3999
O0741,U0317,P0197,1,2025-07-30 09:33:00,4,599,599,599,599,599
O0742,U0185,P0112,1,2025-07-30 20:28:00,5,42999,42999,42999,42999,42999
O0743,U0236,P0163,1,2025-07-31 09:22:00,5,749,749,749,749,749
O0744,U0125,P0145,1,2025-08-01 09:51:00,4,31999,31999,31999,31999,31999
O0745,U0302,P0172,1,2025-08-01 19:34:00,5,2999,2999,2999,2999,2999
O0746,U0141,P0097,1,2025-08-02 09:28:00,5,27999,27999,27999,27999,27999
O0747,U0214,P0164,1,2025-08-03 09:12:00,4,199,199,199,199,199
O0748,U0340,P0133,1,2025-08-03 20:16:00,5,6499,6499,6499,6499,6499
O0749,U0169,P0189,1,2025-08-04 09:35:00,5,899,899,899,899,899
O0750,U0277,P0121,1,2025-08-05 09:46:00,4,29999,29999,29999,29999,29999
O0751,U0105,P0160,1,2025-08-05 20:33:00,5,3999,3999,3999,3999,3999
O0752,U0259,P0196,1,2025-08-06 09:19:00,5,299,299,299,299,299
O0753,U0199,P0070,1,2025-08-07 09:54:00,4,19999,19999,19999,19999,19999
O0754,U0338,P0179,2,2025-08-07 20:07:00,5,998,499,499,998,499
O0755,U0122,P0141,1,2025-08-08 09:31:00,5,34999,34999,34999,34999,34999
O0756,U0296,P0161,1,2025-08-09 09:44:00,4,599,599,599,599,599
O0757,U0148,P0094,1,2025-08-09 20:11:00,5,4999,4999,4999,4999,4999
O0758,U0379,P0186,1,2025-08-10 09:29:00,5,1899,1899,1899,1899,1899
O0759,U0151,P0110,1,2025-08-11 09:41:00,4,16999,16999,16999,16999,16999
O0760,U0308,P0166,1,2025-08-11 20:23:00,5,499,499,499,499,499
O0761,U0139,P0137,1,2025-08-12 09:58:00,5,2999,2999,2999,2999,2999
O0762,U0267,P0199,1,2025-08-13 09:26:00,4,699,699,699,699,699
O0763,U0207,P0105,1,2025-08-13 20:32:00,5,28999,28999,28999,28999,28999
O0764,U0319,P0168,1,2025-08-14 09:14:00,5,349,349,349,349,349
O0765,U0110,P0128,1,2025-08-15 09:29:00,4,15999,15999,15999,15999,15999
O0766,U0349,P0175,1,2025-08-15 20:47:00,5,7999,7999,7999,7999,7999
O0767,U0188,P0089,1,2025-08-16 09:54:00,5,54999,54999,54999,54999,54999
O0768,U0252,P0162,1,2025-08-17 09:43:00,4,449,449,449,449,449
O0769,U0166,P0130,1,2025-08-17 20:36:00,5,44999,44999,44999,44999,44999
O0770,U0287,P0176,1,2025-08-18 09:58:00,5,699,699,699,699,699
O0771,U0104,P0193,1,2025-08-19 09:24:00,4,399,399,399,399,399
O0772,U0336,P0116,1,2025-08-20 09:39:00,5,129999,129999,129999,129999,129999
O0773,U0154,P0169,1,2025-08-20 20:18:00,5,399,399,399,399,399
O0774,U0226,P0136,1,2025-08-21 09:13:00,4,3499,3499,3499,3499,3499
O0775,U0378,P0188,1,2025-08-22 09:47:00,5,3999,3999,3999,3999,3999
O0776,U0131,P0107,1,2025-08-22 19:56:00,5,57999,57999,57999,57999,57999
O0777,U0299,P0164,1,2025-08-23 09:26:00,4,199,199,199,199,199
O0778,U0115,P0131,1,2025-08-24 09:12:00,5,2999,2999,2999,2999,2999
O0779,U0346,P0183,1,2025-08-24 20:15:00,5,2999,2999,2999,2999,2999
O0780,U0193,P0092,1,2025-08-25 09:44:00,4,5999,5999,5999,5999,5999
O0781,U0305,P0161,1,2025-08-26 09:19:00,5,599,599,599,599,599
O0782,U0147,P0120,1,2025-08-26 20:11:00,5,13999,13999,13999,13999,13999
O0783,U0219,P0177,1,2025-08-27 09:36:00,4,1599,1599,1599,1599,1599
O0784,U0365,P0194,1,2025-08-28 09:51:00,5,449,449,449,449,449
O0785,U0127,P0103,1,2025-08-28 20:39:00,5,34999,34999,34999,34999,34999
O0786,U0270,P0167,2,2025-08-29 09:43:00,4,498,249,249,498,249
O0787,U0181,P0147,1,2025-08-30 09:22:00,5,29999,29999,29999,29999,29999
O0788,U0256,P0192,1,2025-08-30 19:54:00,5,499,499,499,499,499
O0789,U0160,P0091,1,2025-08-31 09:15:00,4,3999,3999,3999,3999,3999
O0790,U0339,P0171,1,2025-09-01 09:47:00,5,1499,1499,1499,1499,1499
O0791,U0119,P0138,1,2025-09-01 20:25:00,5,12999,12999,12999,12999,12999
O0792,U0306,P0165,1,2025-09-02 09:34:00,4,149,149,149,149,149
O0793,U0192,P0086,1,2025-09-03 09:41:00,5,14999,14999,14999,14999,14999
O0794,U0273,P0197,1,2025-09-03 20:18:00,5,599,599,599,599,599
O0795,U0138,P0109,1,2025-09-04 09:29:00,4,29999,29999,29999,29999,29999
O0796,U0315,P0163,1,2025-09-05 09:13:00,5,749,749,749,749,749
O0797,U0157,P0134,1,2025-09-05 19:42:00,5,4499,4499,4499,4499,4499
O0798,U0288,P0172,1,2025-09-06 09:21:00,4,2999,2999,2999,2999,2999
O0799,U0109,P0124,1,2025-09-07 09:59:00,5,104999,104999,104999,104999,104999
O0800,U0344,P0160,1,2025-09-07 20:14:00,5,3999,3999,3999,3999,3999
O0801,U0176,P0111,1,2025-09-08 09:23:00,5,39999,39999,39999,39999,39999
O0802,U0324,P0179,2,2025-09-08 20:11:00,4,998,499,499,998,499
O0803,U0106,P0090,1,2025-09-09 09:37:00,5,1299,1299,1299,1299,1299
O0804,U0279,P0184,1,2025-09-10 09:15:00,5,299,299,299,299,299
O0805,U0133,P0102,1,2025-09-10 20:43:00,4,49999,49999,49999,49999,49999
O0806,U0208,P0166,1,2025-09-11 09:28:00,5,499,499,499,499,499
O0807,U0341,P0139,1,2025-09-11 19:59:00,5,15999,15999,15999,15999,15999
O0808,U0117,P0198,1,2025-09-12 09:22:00,4,549,549,549,549,549
O0809,U0309,P0161,1,2025-09-13 09:55:00,5,599,599,599,599,599
O0810,U0149,P0078,1,2025-09-13 20:34:00,5,4299,4299,4299,4299,4299
O0811,U0257,P0186,1,2025-09-14 09:41:00,4,1899,1899,1899,1899,1899
O0812,U0189,P0095,1,2025-09-15 09:12:00,5,57999,57999,57999,57999,57999
O0813,U0320,P0173,1,2025-09-15 20:47:00,5,2599,2599,2599,2599,2599
O0814,U0124,P0135,1,2025-09-16 09:35:00,4,6499,6499,6499,6499,6499
O0815,U0280,P0162,1,2025-09-17 09:23:00,5,449,449,449,449,449
O0816,U0198,P0129,1,2025-09-17 20:29:00,5,35999,35999,35999,35999,35999
O0817,U0313,P0171,1,2025-09-18 09:52:00,4,1499,1499,1499,1499,1499
O0818,U0142,P0133,1,2025-09-19 09:37:00,5,6499,6499,6499,6499,6499
O0819,U0216,P0194,1,2025-09-19 20:21:00,5,449,449,449,449,449
O0820,U0334,P0106,1,2025-09-20 09:33:00,4,9999,9999,9999,9999,9999
O0821,U0114,P0167,1,2025-09-21 09:46:00,5,249,249,249,249,249
O0822,U0297,P0190,1,2025-09-21 20:58:00,5,5499,5499,5499,5499,5499
O0823,U0153,P0123,1,2025-09-22 09:14:00,4,39999,39999,39999,39999,39999
O0824,U0248,P0185,1,2025-09-23 09:56:00,5,3499,3499,3499,3499,3499
O0825,U0174,P0107,1,2025-09-23 20:36:00,5,57999,57999,57999,57999,57999
O0826,U0354,P0164,2,2025-09-24 09:22:00,4,398,199,199,398,199
O0827,U0137,P0131,1,2025-09-25 09:47:00,5,2999,2999,2999,2999,2999
O0828,U0263,P0180,1,2025-09-25 20:44:00,5,2999,2999,2999,2999,2999
O0829,U0103,P0099,1,2025-09-26 09:33:00,4,21999,21999,21999,21999,21999
O0830,U0326,P0177,1,2025-09-27 09:26:00,5,1599,1599,1599,1599,1599
O0831,U0186,P0138,1,2025-09-27 20:55:00,5,12999,12999,12999,12999,12999
O0832,U0233,P0168,1,2025-09-28 09:52:00,4,349,349,349,349,349
O0833,U0152,P0125,1,2025-09-29 09:14:00,5,96999,96999,96999,96999,96999
O0834,U0294,P0182,1,2025-09-29 20:39:00,5,5499,5499,5499,5499,5499
O0835,U0118,P0172,1,2025-09-30 09:37:00,4,2999,2999,2999,2999,2999
O0836,U0348,P0137,1,2025-10-01 09:29:00,5,2999,2999,2999,2999,2999
O0837,U0206,P0192,1,2025-10-01 20:42:00,5,499,499,499,499,499
O0838,U0161,P0105,1,2025-10-02 09:45:00,4,28999,28999,28999,28999,28999
O0839,U0254,P0163,1,2025-10-03 09:26:00,5,749,749,749,749,749
O0840,U0132,P0127,1,2025-10-03 20:15:00,5,28999,28999,28999,28999,28999
O0841,U0318,P0174,1,2025-10-04 09:33:00,4,1999,1999,1999,1999,1999
O0842,U0107,P0144,1,2025-10-05 09:59:00,5,41999,61999,61999,61999,61999
O0843,U0221,P0166,1,2025-10-05 20:23:00,5,499,499,499,499,499
O0844,U0356,P0130,1,2025-10-06 09:41:00,4,44999,44999,44999,44999,44999
O0845,U0171,P0199,1,2025-10-07 09:47:00,5,699,699,699,699,699
O0846,U0286,P0176,1,2025-10-07 20:33:00,5,699,699,699,699,699
O0847,U0123,P0117,1,2025-10-08 09:26:00,4,64999,64999,64999,64999,64999
O0848,U0307,P0169,1,2025-10-09 09:59:00,5,399,399,399,399,399
O0849,U0190,P0149,1,2025-10-09 20:42:00,5,47999,47999,47999,47999,47999
O0850,U0333,P0178,1,2025-10-10 09:21:00,4,24999,24999,24999,24999,24999
O0851,U0144,P0122,1,2025-10-11 09:49:00,5,21999,21999,21999,21999,21999
O0852,U0258,P0160,1,2025-10-11 20:28:00,5,3999,3999,3999,3999,3999
O0853,U0102,P0188,1,2025-10-12 09:33:00,4,3999,3999,3999,3999,3999
O0854,U0310,P0196,1,2025-10-13 09:17:00,5,299,299,299,299,299
O0855,U0165,P0115,1,2025-10-13 20:19:00,5,84999,84999,84999,84999,84999
O0856,U0295,P0165,1,2025-10-14 09:46:00,4,149,149,149,149,149
O0857,U0120,P0132,1,2025-10-15 09:12:00,5,7999,7999,7999,7999,7999
O0858,U0350,P0170,1,2025-10-15 20:57:00,5,199,199,199,199,199
O0859,U0180,P0091,1,2025-10-16 09:48:00,4,3999,3999,3999,3999,3999
O0860,U0230,P0167,1,2025-10-17 09:59:00,5,249,249,249,249,249
O0861,U0146,P0128,1,2025-10-17 20:29:00,5,15999,15999,15999,15999,15999
O0862,U0271,P0175,1,2025-10-18 09:26:00,4,7999,7999,7999,7999,7999
O0863,U0113,P0096,1,2025-10-19 09:58:00,5,23999,23999,23999,23999,23999
O0864,U0327,P0162,1,2025-10-19 20:21:00,5,449,449,449,449,449
O0865,U0158,P0136,1,2025-10-20 09:33:00,4,3499,3499,3499,3499,3499
O0866,U0202,P0187,1,2025-10-21 09:41:00,5,4999,4999,4999,4999,4999
O0867,U0283,P0179,1,2025-10-21 20:36:00,5,499,499,499,499,499
O0868,U0136,P0109,1,2025-10-22 09:24:00,4,29999,29999,29999,29999,29999
O0869,U0314,P0164,1,2025-10-23 09:49:00,5,199,199,199,199,199
O0870,U0101,P0120,1,2025-10-23 20:12:00,5,13999,13999,13999,13999,13999
O0871,U0269,P0181,1,2025-10-24 09:18:00,4,9999,9999,9999,9999,9999
O0872,U0191,P0161,1,2025-10-25 09:37:00,5,599,599,599,599,599
O0873,U0331,P0139,1,2025-10-25 20:43:00,5,15999,15999,15999,15999,15999
O0874,U0112,P0094,1,2025-10-26 09:31:00,4,4999,4999,4999,4999,4999
O0875,U0275,P0172,1,2025-10-27 09:12:00,5,2999,2999,2999,2999,2999
O0876,U0140,P0138,1,2025-10-27 20:47:00,5,12999,12999,12999,12999,12999
O0877,U0237,P0169,1,2025-10-28 09:26:00,4,399,399,399,399,399
O0878,U0172,P0121,1,2025-10-29 09:55:00,5,29999,29999,29999,29999,29999
O0879,U0353,P0183,1,2025-10-29 20:17:00,5,2999,2999,2999,2999,2999
O0880,U0121,P0104,1,2025-10-30 09:48:00,4,12999,12999,12999,12999,12999
O0881,U0285,P0160,1,2025-10-31 09:39:00,5,3999,3999,3999,3999,3999
O0882,U0184,P0195,1,2025-10-31 20:56:00,5,349,349,349,349,349
O0883,U0322,P0114,1,2025-11-01 09:27:00,4,62999,62999,62999,62999,62999
O0884,U0108,P0167,1,2025-11-02 09:13:00,5,249,249,249,249,249
O0885,U0261,P0189,1,2025-11-02 20:31:00,5,899,899,899,899,899
O0886,U0168,P0126,1,2025-11-03 09:52:00,4,38999,38999,38999,38999,38999
O0887,U0301,P0178,1,2025-11-04 09:25:00,5,24999,24999,24999,24999,24999
O0888,U0135,P0163,1,2025-11-04 20:42:00,5,749,749,749,749,749
O0889,U0194,P0134,1,2025-11-05 09:38:00,4,4499,4499,4499,4499,4499
O0890,U0246,P0197,1,2025-11-06 09:44:00,5,599,599,599,599,599
O0891,U0150,P0100,1,2025-11-06 20:33:00,5,24999,24999,24999,24999,24999
O0892,U0329,P0165,1,2025-11-07 09:19:00,4,149,149,149,149,149
O0893,U0116,P0131,1,2025-11-08 09:26:00,5,2999,2999,2999,2999,2999
O0894,U0282,P0176,1,2025-11-08 20:55:00,5,699,699,699,699,699
O0895,U0170,P0092,1,2025-11-09 09:23:00,4,5999,5999,5999,5999,5999
O0896,U0335,P0164,1,2025-11-10 09:59:00,5,199,199,199,199,199
O0897,U0129,P0129,1,2025-11-10 20:29:00,5,35999,35999,35999,35999,35999
O0898,U0255,P0182,1,2025-11-11 09:32:00,4,5499,5499,5499,5499,5499
O0899,U0196,P0166,1,2025-11-12 09:48:00,5,499,499,499,499,499
O0900,U0312,P0199,1,2025-11-12 20:12:00,5,699,699,699,699,699
O0901,U0177,P0141,1,2025-11-13 09:21:00,5,34999,34999,34999,34999,34999
O0902,U0328,P0169,1,2025-11-13 20:36:00,4,399,399,399,399,399
O0903,U0105,P0137,1,2025-11-14 09:29:00,5,2999,2999,2999,2999,2999
O0904,U0278,P0186,1,2025-11-15 09:52:00,5,1899,1899,1899,1899,1899
O0905,U0148,P0108,1,2025-11-15 20:11:00,4,56999,56999,56999,56999,56999
O0906,U0210,P0168,1,2025-11-16 09:27:00,5,349,349,349,349,349
O0907,U0342,P0136,1,2025-11-16 20:59:00,5,3499,3499,3499,3499,3499
O0908,U0119,P0193,1,2025-11-17 09:44:00,4,399,399,399,399,399
O0909,U0308,P0162,1,2025-11-18 09:17:00,5,449,449,449,449,449
O0910,U0147,P0079,1,2025-11-18 20:53:00,5,3499,3499,3499,3499,3499
O0911,U0259,P0181,1,2025-11-19 09:36:00,4,9999,9999,9999,9999,9999
O0912,U0192,P0097,1,2025-11-20 09:12:00,5,27999,27999,27999,27999,27999
O0913,U0321,P0175,1,2025-11-20 20:34:00,5,7999,7999,7999,7999,7999
O0914,U0126,P0132,1,2025-11-21 09:49:00,4,7999,7999,7999,7999,7999
O0915,U0281,P0164,1,2025-11-22 09:22:00,5,199,199,199,199,199
O0916,U0201,P0135,1,2025-11-22 20:44:00,5,6499,6499,6499,6499,6499
O0917,U0315,P0191,1,2025-11-23 09:58:00,4,399,399,399,399,399
O0918,U0155,P0130,1,2025-11-24 09:23:00,5,44999,44999,44999,44999,44999
O0919,U0220,P0160,1,2025-11-24 20:55:00,5,3999,3999,3999,3999,3999
O0920,U0355,P0116,1,2025-11-25 09:26:00,4,129999,129999,129999,129999,129999
O0921,U0138,P0167,1,2025-11-26 09:38:00,5,249,249,249,249,249
O0922,U0264,P0184,1,2025-11-26 20:15:00,5,299,299,299,299,299
O0923,U0104,P0112,1,2025-11-27 09:14:00,4,1999,42999,42999,42999,42999
O0924,U0325,P0165,1,2025-11-28 09:41:00,5,149,149,149,149,149
O0925,U0187,P0126,1,2025-11-28 20:47:00,5,38999,38999,38999,38999,38999
O0926,U0235,P0177,1,2025-11-29 09:32:00,4,1599,1599,1599,1599,1599
O0927,U0141,P0143,1,2025-11-30 09:53:00,5,41999,41999,41999,41999,41999
O0928,U0290,P0198,1,2025-11-30 20:19:00,5,549,549,549,549,549
O0929,U0115,P0101,1,2025-12-01 09:37:00,4,58999,58999,58999,58999,58999
O0930,U0346,P0166,1,2025-12-02 09:18:00,5,499,499,499,499,499
O0931,U0204,P0185,1,2025-12-02 20:43:00,5,3499,3499,3499,3499,3499
O0932,U0157,P0098,1,2025-12-03 09:28:00,4,31999,31999,31999,31999,31999
O0933,U0272,P0173,1,2025-12-04 09:51:00,5,2599,2599,2599,2599,2599
O0934,U0122,P0138,1,2025-12-04 20:31:00,5,12999,12999,12999,12999,12999
O0935,U0317,P0169,1,2025-12-05 09:29:00,4,399,399,399,399,399
O0936,U0109,P0148,1,2025-12-06 09:46:00,5,33999,33999,33999,33999,33999
O0937,U0225,P0163,1,2025-12-06 20:27:00,5,749,749,749,749,749
O0938,U0351,P0128,1,2025-12-07 09:55:00,4,15999,15999,15999,15999,15999
O0939,U0175,P0187,1,2025-12-08 09:21:00,5,4999,4999,4999,4999,4999
O0940,U0289,P0164,1,2025-12-08 20:35:00,5,199,199,199,199,199
O0941,U0131,P0139,1,2025-12-09 09:43:00,4,15999,15999,15999,15999,15999
O0942,U0256,P0190,1,2025-12-10 09:33:00,5,5499,5499,5499,5499,5499
O0943,U0181,P0095,1,2025-12-10 20:57:00,5,57999,57999,57999,57999,57999
O0944,U0330,P0161,1,2025-12-11 09:16:00,4,599,599,599,599,599
O0945,U0111,P0140,1,2025-12-12 09:49:00,5,39999,39999,39999,39999,39999
O0946,U0276,P0176,1,2025-12-12 20:22:00,5,699,699,699,699,699
O0947,U0151,P0124,1,2025-12-13 09:35:00,4,549,104999,104999,104999,104999
O0948,U0306,P0162,1,2025-12-14 09:59:00,5,449,449,449,449,449
O0949,U0195,P0106,1,2025-12-14 20:33:00,5,9999,9999,9999,9999,9999
O0950,U0340,P0179,1,2025-12-15 09:41:00,4,499,499,499,499,499
O0951,U0127,P0147,1,2025-12-16 09:24:00,5,29999,29999,29999,29999,29999
O0952,U0222,P0168,1,2025-12-16 20:53:00,5,349,349,349,349,349
O0953,U0352,P0134,1,2025-12-17 09:18:00,4,4499,4499,4499,4499,4499
O0954,U0163,P0197,1,2025-12-18 09:31:00,5,599,599,599,599,599
O0955,U0291,P0102,1,2025-12-18 20:47:00,5,49999,49999,49999,49999,49999
O0956,U0130,P0166,1,2025-12-19 09:36:00,4,499,499,499,499,499
O0957,U0260,P0180,1,2025-12-20 09:44:00,5,2999,2999,2999,2999,2999
O0958,U0100,P0133,1,2025-12-20 20:27:00,5,6499,6499,6499,6499,6499
O0959,U0323,P0165,1,2025-12-21 09:14:00,4,149,149,149,149,149
O0960,U0188,P0145,1,2025-12-22 09:51:00,5,31999,31999,31999,31999,31999
O0961,U0239,P0170,1,2025-12-22 20:33:00,5,199,199,199,199,199
O0962,U0145,P0119,1,2025-12-23 09:47:00,4,104999,16999,16999,16999,16999
O0963,U0288,P0167,1,2025-12-24 09:29:00,5,249,249,249,249,249
O0964,U0110,P0188,1,2025-12-24 20:38:00,5,3999,3999,3999,3999,3999
O0965,U0250,P0096,1,2025-12-25 09:59:00,4,23999,23999,23999,23999,23999
O0966,U0199,P0169,1,2025-12-26 09:17:00,5,399,399,399,399,399
O0967,U0337,P0131,1,2025-12-26 20:43:00,5,2999,2999,2999,2999,2999
O0968,U0154,P0182,1,2025-12-27 09:23:00,4,5499,5499,5499,5499,5499
O0969,U0304,P0163,1,2025-12-28 09:42:00,5,749,749,749,749,749
O0970,U0125,P0121,1,2025-12-28 20:47:00,5,29999,29999,29999,29999,29999
O0971,U0219,P0160,1,2025-12-29 09:31:00,4,3999,3999,3999,3999,3999
O0972,U0357,P0196,1,2025-12-30 09:46:00,5,299,299,299,299,299
O0973,U0139,P0135,1,2025-12-30 20:24:00,5,6499,6499,6499,6499,6499
O0974,U0274,P0164,1,2025-12-31 09:54:00,4,199,199,199,199,199
O0975,U0102,P0146,1,2026-01-01 09:38:00,5,35999,35999,35999,35999,35999
O0976,U0320,P0174,1,2026-01-01 20:41:00,5,1999,1999,1999,1999,1999
O0977,U0166,P0166,1,2026-01-02 09:33:00,4,499,499,499,499,499
O0978,U0247,P0187,1,2026-01-03 09:52:00,5,4999,4999,4999,4999,4999
O0979,U0183,P0137,1,2026-01-03 20:29:00,5,2999,2999,2999,2999,2999
